type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,opinion
1,6.4,0.26,0.22,2.258317958127243,0.19235384061671346,3.1354942159291497,4.875197323201151,0.9944,3.29,0.32,10.1,0
1,8.0,0.66,0.72,4.189272013130682,0.20493901531919198,4.127134385045092,5.4510384535657,0.9999,2.92,0.68,9.4,0
1,8.0,0.2,0.4,2.280350850198276,0.2345207879911715,3.713572066704308,5.117993812416755,0.9953,3.18,0.4,10.6,1
1,7.2,0.21,0.34,1.0488088481701516,0.21447610589527216,3.2188758248682006,4.382026634673881,0.992,3.25,0.4,11.3,1
1,7.2,0.18,0.31,1.0488088481701516,0.21213203435596426,2.995732273553991,4.290459441148391,0.9925,3.32,0.4,10.8,1
1,8.4,0.57,0.44,3.271085446759225,0.22583179581272428,3.828641396489095,5.272999558563747,0.9981,3.15,0.51,10.4,0
1,5.3,0.26,0.23,2.2693611435820435,0.18439088914585774,3.871201010907891,5.075173815233827,0.9952,3.82,0.51,10.5,1
1,5.7,0.245,0.33,1.0488088481701516,0.22135943621178655,3.332204510175204,5.0106352940962555,0.9927,3.13,0.42,9.3,0
1,5.6,0.245,0.32,1.0488088481701516,0.216794833886788,3.1780538303479458,5.0238805208462765,0.9927,3.12,0.42,9.3,1
1,7.3,0.25,0.41,1.3416407864998738,0.19235384061671346,3.9512437185814275,5.10594547390058,0.9911,3.29,0.39,12.2,1
1,7.0,0.16,0.73,1.0,0.3714835124201342,4.060443010546419,5.0106352940962555,0.9936,3.08,0.3,9.2,0
1,6.4,0.22,0.34,1.3416407864998738,0.23874672772626646,3.367295829986474,4.6443908991413725,0.9959,3.81,0.57,10.3,1
1,7.3,0.18,0.65,1.1832159566199232,0.21447610589527216,3.332204510175204,5.056245805348308,0.9946,3.33,0.62,9.4,1
1,6.4,0.17,0.27,2.588435821108957,0.18973665961010275,4.477336814478207,5.407171771460119,0.9948,3.28,0.35,10.2,1
1,6.9,0.29,0.16,2.6076809620810595,0.18439088914585774,4.174387269895637,5.356586274672012,0.9955,3.08,0.39,9.0,1
1,6.2,0.21,0.38,2.6076809620810595,0.18973665961010275,4.1588830833596715,5.501258210544727,0.9951,3.06,0.36,9.3,1
1,6.4,0.23,0.3,2.6645825188948455,0.19235384061671346,4.143134726391533,5.4638318050256105,0.9952,3.06,0.34,9.2,1
1,7.3,0.19,0.68,1.224744871391589,0.22360679774997896,3.4339872044851463,5.049856007249537,0.9946,3.32,0.64,9.4,1
1,7.3,0.18,0.65,1.1832159566199232,0.21447610589527216,3.332204510175204,5.056245805348308,0.9946,3.33,0.62,9.4,1
1,7.2,0.14,0.35,1.0954451150103321,0.18973665961010275,2.70805020110221,4.290459441148391,0.9938,3.46,0.39,9.9,0
1,6.9,0.31,0.34,2.7202941017470885,0.24289915602982237,3.58351893845611,5.159055299214529,0.9963,3.46,0.62,11.1,1
1,7.5,0.28,0.34,2.04939015319192,0.1673320053068151,3.58351893845611,4.7535901911063645,0.991,2.99,0.41,12.3,1
1,8.0,0.22,0.42,3.82099463490856,0.20976176963403032,3.8066624897703196,5.093750200806762,1.0003,3.21,0.69,8.6,1
1,7.6,0.31,0.29,3.24037034920393,0.2,3.044522437723423,4.976733742420574,0.9966,3.04,0.35,9.4,0
1,8.4,0.35,0.56,3.714835124201342,0.21908902300206645,4.007333185232471,5.247024072160486,0.9993,3.07,0.58,9.4,1
1,8.0,0.22,0.42,3.82099463490856,0.20976176963403032,3.8066624897703196,5.093750200806762,1.0003,3.21,0.69,8.6,1
1,8.1,0.5,0.47,1.0488088481701516,0.19235384061671346,3.1354942159291497,4.836281906951478,0.9938,3.21,0.42,10.9,0
1,7.0,0.39,0.31,2.3021728866442674,0.41109609582188933,3.4657359027997265,5.087596335232384,0.9965,3.2,0.48,9.4,0
1,8.1,0.5,0.47,1.0488088481701516,0.19235384061671346,3.1354942159291497,4.836281906951478,0.9938,3.21,0.42,10.9,0
1,8.4,0.35,0.56,3.714835124201342,0.21908902300206645,4.007333185232471,5.247024072160486,0.9993,3.07,0.58,9.4,1
1,6.2,0.22,0.27,1.224744871391589,0.25298221281347033,2.995732273553991,4.882801922586371,0.9938,3.22,0.46,9.2,1
1,8.0,0.22,0.42,3.82099463490856,0.20976176963403032,3.8066624897703196,5.093750200806762,1.0003,3.21,0.69,8.6,1
1,7.6,0.31,0.29,3.24037034920393,0.2,3.044522437723423,4.976733742420574,0.9966,3.04,0.35,9.4,0
1,7.0,0.24,0.36,2.2135943621178655,0.28809720581775866,2.302585092994046,4.890349128221754,0.9942,3.33,0.37,10.8,1
1,6.6,0.27,0.3,1.378404875209022,0.15811388300841897,2.6390573296152584,5.030437921392435,0.9928,3.29,0.62,10.5,1
1,7.8,0.16,0.41,1.3038404810405297,0.161245154965971,3.367295829986474,4.941642422609304,0.991,3.02,0.78,12.5,1
1,7.7,0.27,0.34,1.3416407864998738,0.1673320053068151,3.258096538021482,5.123963979403259,0.9911,2.99,0.48,12.1,1
1,7.4,0.31,0.74,3.271085446759225,0.19748417658131498,3.9318256327243257,4.990432586778736,0.9977,3.02,0.43,8.7,0
1,8.0,0.45,0.36,2.9664793948382653,0.161245154965971,3.912023005428146,5.017279836814924,0.9927,3.07,0.25,12.7,1
1,7.7,0.27,0.34,1.3416407864998738,0.1673320053068151,3.258096538021482,5.123963979403259,0.9911,2.99,0.48,12.1,1
1,7.8,0.16,0.41,1.3038404810405297,0.161245154965971,3.367295829986474,4.941642422609304,0.991,3.02,0.78,12.5,1
1,6.6,0.16,0.29,1.3416407864998738,0.22360679774997896,3.6888794541139363,4.990432586778736,0.9912,3.06,0.44,11.4,1
1,8.3,0.21,0.4,1.2649110640673518,0.17888543819998318,3.5553480614894135,4.700480365792417,0.9907,3.02,0.6,12.9,1
1,7.2,0.32,0.33,1.1832159566199232,0.17029386365926402,3.367295829986474,4.6913478822291435,0.9902,3.15,0.51,12.8,1
1,6.6,0.16,0.3,1.2649110640673518,0.18439088914585774,2.70805020110221,4.356708826689592,0.992,3.38,0.44,11.2,1
1,8.4,0.16,0.33,1.224744871391589,0.1816590212458495,2.772588722239781,4.584967478670572,0.994,3.14,0.42,9.7,1
1,7.5,0.23,0.32,3.03315017762062,0.19493588689617927,3.9889840465642745,5.25227342804663,0.9966,3.04,0.56,9.7,1
1,6.2,0.17,0.3,1.0488088481701516,0.19235384061671346,2.6390573296152584,4.3694478524670215,0.993,3.5,0.54,10.3,1
1,6.9,0.39,0.22,2.073644135332772,0.17320508075688773,2.302585092994046,4.624972813284271,0.993,3.0,0.87,11.6,0
1,6.9,0.41,0.22,2.04939015319192,0.17606816861659008,2.302585092994046,4.624972813284271,0.993,3.0,0.86,11.6,0
1,7.5,0.23,0.32,3.03315017762062,0.19493588689617927,3.9889840465642745,5.25227342804663,0.9966,3.04,0.56,9.7,1
1,7.5,0.38,0.33,2.23606797749979,0.21213203435596426,3.4011973816621555,4.875197323201151,0.9942,3.32,0.44,10.9,1
1,7.3,0.42,0.38,2.6076809620810595,0.21213203435596426,3.367295829986474,4.804021044733257,0.9925,3.19,0.37,12.6,1
1,7.3,0.34,0.39,2.280350850198276,0.2,3.8066624897703196,5.093750200806762,0.9925,3.3,0.47,12.4,1
1,7.8,0.23,0.28,2.179449471770337,0.20493901531919198,3.8066624897703196,5.111987788356544,0.9928,2.96,0.4,11.5,0
1,9.0,0.245,0.38,2.4289915602982237,0.21213203435596426,3.9512437185814275,5.0689042022202315,0.995,2.93,0.35,10.2,1
1,6.9,0.2,0.4,2.7748873851023217,0.17888543819998318,3.9318256327243257,5.170483995038151,0.9939,3.22,0.27,11.4,0
1,7.4,0.19,0.42,2.5298221281347035,0.2588435821108957,3.6635616461296463,5.356586274672012,0.9958,3.3,0.33,9.6,1
1,8.2,0.2,0.36,2.8460498941515415,0.18708286933869708,4.0943445622221,5.093750200806762,0.9952,3.05,0.3,10.3,1
1,8.0,0.59,0.71,4.165333119931706,0.19493588689617927,4.110873864173311,5.429345628954441,1.0,2.95,0.75,9.3,0
1,7.9,0.14,0.45,1.3416407864998738,0.22360679774997896,2.833213344056216,4.736198448394496,0.9948,3.33,0.49,10.7,1
1,6.8,0.24,0.4,1.3416407864998738,0.216794833886788,3.5263605246161616,4.653960350157523,0.99,3.13,0.49,12.8,1
1,9.7,0.14,0.59,1.224744871391589,0.22135943621178655,3.1354942159291497,4.955827057601261,0.9958,2.98,0.62,9.5,0
1,9.2,0.15,0.68,1.2649110640673518,0.21447610589527216,3.091042453358316,4.867534450455582,0.9948,3.02,0.45,10.4,1
1,9.4,0.17,0.55,1.2649110640673518,0.22135943621178655,2.6390573296152584,4.543294782270004,0.9949,3.02,0.61,10.3,1
1,5.2,0.365,0.08,3.6742346141747673,0.2024845673131659,3.6109179126442243,4.955827057601261,0.997,3.46,0.39,9.9,1
1,6.3,0.23,0.22,1.9364916731037085,0.19748417658131498,3.6109179126442243,4.7535901911063645,0.9927,3.23,0.5,10.7,1
1,9.6,0.25,0.54,1.140175425099138,0.2,2.772588722239781,5.075173815233827,0.9938,2.94,0.43,10.5,0
1,9.2,0.32,0.42,1.140175425099138,0.21447610589527216,2.6390573296152584,5.225746673713202,0.9949,3.08,0.48,9.6,0
1,6.4,0.31,0.4,2.4899799195977463,0.2,3.828641396489095,5.1298987149230735,0.9953,3.15,0.46,9.3,1
1,8.1,0.2,0.36,3.1144823004794873,0.20976176963403032,4.143134726391533,5.087596335232384,0.997,3.1,0.46,10.0,1
1,7.9,0.255,0.26,1.4142135623730951,0.161245154965971,3.6888794541139363,5.247024072160486,0.9932,3.04,0.39,11.2,1
1,7.0,0.15,0.34,1.1832159566199232,0.19748417658131498,3.044522437723423,5.176149732573829,0.9927,3.32,0.62,10.8,0
1,6.4,0.15,0.31,1.0488088481701516,0.20976176963403032,3.2188758248682006,4.564348191467836,0.9932,3.54,0.51,10.3,1
1,6.4,0.25,0.53,2.569046515733026,0.19493588689617927,4.07753744390572,5.455321115357702,0.9955,3.03,0.42,8.8,0
1,7.6,0.19,0.42,1.224744871391589,0.20976176963403032,1.791759469228055,4.736198448394496,0.9914,3.04,0.74,12.8,1
1,7.3,0.43,0.37,2.1447610589527217,0.1673320053068151,2.833213344056216,4.736198448394496,0.991,3.23,0.43,13.2,1
1,5.1,0.31,0.3,0.9486832980505138,0.19235384061671346,3.332204510175204,5.0238805208462765,0.992,3.54,0.56,10.1,1
1,6.2,0.2,0.26,1.3038404810405297,0.30495901363953815,3.6888794541139363,5.081404364984463,0.9924,3.44,0.66,11.0,0
1,6.9,0.16,0.35,1.140175425099138,0.2073644135332772,3.044522437723423,5.204006687076795,0.9927,3.25,0.62,10.8,1
1,7.7,0.32,0.48,1.51657508881031,0.2,3.332204510175204,4.736198448394496,0.9911,3.2,0.52,12.8,1
1,6.5,0.22,0.72,2.6076809620810595,0.20493901531919198,3.4965075614664802,5.123963979403259,0.9958,3.12,0.36,9.2,1
1,6.8,0.26,0.33,1.224744871391589,0.216794833886788,3.784189633918261,5.117993812416755,0.9928,3.12,0.44,10.5,1
1,5.2,0.37,0.33,1.0954451150103321,0.1673320053068151,2.5649493574615367,4.394449154672439,0.9902,3.37,0.38,11.7,1
1,8.4,0.19,0.43,1.449137674618944,0.22803508501982758,2.995732273553991,4.6443908991413725,0.994,2.85,0.46,9.5,0
1,8.3,0.21,0.41,1.4832396974191326,0.22360679774997896,3.1780538303479458,4.68213122712422,0.994,2.85,0.45,9.5,0
1,6.8,0.15,0.32,2.9664793948382653,0.24083189157584592,3.1780538303479458,4.700480365792417,0.9972,3.4,0.4,8.8,1
1,7.9,0.16,0.64,4.123105625617661,0.22360679774997896,4.23410650459726,5.3471075307174685,1.0004,3.15,0.51,9.3,1
1,7.8,0.21,0.39,1.3416407864998738,0.18439088914585774,4.127134385045092,5.19295685089021,0.991,3.09,0.75,12.6,1
1,9.0,0.24,0.5,1.0954451150103321,0.21908902300206645,3.258096538021482,4.672828834461906,0.9918,3.21,0.34,12.4,1
1,5.7,0.21,0.24,1.51657508881031,0.216794833886788,4.0943445622221,5.241747015059643,0.995,3.65,0.72,10.1,1
1,7.8,0.29,0.36,2.6457513110645907,0.20493901531919198,3.6375861597263857,5.081404364984463,0.9941,3.26,0.37,11.2,1
1,6.7,0.18,0.3,2.5298221281347035,0.21908902300206645,3.6888794541139363,5.5254529391317835,0.9956,3.29,0.52,10.0,0
1,6.7,0.18,0.3,2.5298221281347035,0.21908902300206645,3.6888794541139363,5.5254529391317835,0.9956,3.29,0.52,10.0,0
1,8.4,0.58,0.27,3.4856850115866753,0.1816590212458495,3.6109179126442243,4.7535901911063645,0.9959,2.99,0.39,10.8,1
1,7.2,0.16,0.32,0.8944271909999159,0.2,3.912023005428146,4.795790545596741,0.9922,3.27,0.33,10.0,1
1,7.6,0.54,0.23,1.4142135623730951,0.17029386365926402,2.5649493574615367,5.017279836814924,0.9931,3.04,0.33,10.4,0
1,8.4,0.58,0.27,3.4856850115866753,0.1816590212458495,3.6109179126442243,4.7535901911063645,0.9959,2.99,0.39,10.8,1
1,6.6,0.25,0.31,3.521363372331802,0.24289915602982237,3.9512437185814275,5.198497031265826,0.9984,3.51,0.47,9.8,1
1,7.3,0.23,0.37,1.378404875209022,0.2024845673131659,3.9318256327243257,5.10594547390058,0.9908,3.26,0.4,12.2,1
1,7.3,0.39,0.37,1.0488088481701516,0.2073644135332772,3.58351893845611,4.727387818712341,0.991,3.39,0.48,12.7,1
1,7.0,0.46,0.39,2.4899799195977463,0.19748417658131498,3.828641396489095,5.093750200806762,0.9928,3.21,0.35,12.2,1
1,8.2,0.35,0.4,2.5099800796022267,0.19748417658131498,3.5553480614894135,5.087596335232384,0.9936,3.15,0.34,11.9,1
1,7.8,0.29,0.36,2.6457513110645907,0.20493901531919198,3.6375861597263857,5.081404364984463,0.9941,3.26,0.37,11.2,1
1,9.2,0.35,0.39,0.9486832980505138,0.20493901531919198,2.70805020110221,4.110873864173311,0.9924,2.96,0.28,10.4,0
1,8.0,0.57,0.39,1.9748417658131499,0.18439088914585774,3.091042453358316,4.804021044733257,0.9917,3.29,0.67,12.8,1
1,6.5,0.37,0.33,1.9748417658131499,0.16431676725154984,3.6888794541139363,4.867534450455582,0.9906,3.28,0.39,12.7,1
1,5.7,0.21,0.24,1.51657508881031,0.216794833886788,4.0943445622221,5.241747015059643,0.995,3.65,0.72,10.1,1
1,6.7,0.18,0.3,2.5298221281347035,0.21908902300206645,3.6888794541139363,5.5254529391317835,0.9956,3.29,0.52,10.0,0
1,7.8,0.13,0.3,1.3416407864998738,0.2,3.7612001156935624,5.187385805840755,0.9955,3.43,0.41,9.0,0
1,7.6,0.19,0.41,1.0488088481701516,0.2,3.6375861597263857,4.962844630259907,0.9907,2.92,0.42,11.4,0
1,7.3,0.22,0.41,3.924283374069717,0.22360679774997896,4.007333185232471,5.25227342804663,1.0,3.32,0.59,8.9,1
1,6.3,0.29,0.4,2.5495097567963922,0.19748417658131498,3.7612001156935624,5.117993812416755,0.9953,3.15,0.44,9.3,1
1,6.8,0.35,0.32,1.5491933384829668,0.21908902300206645,3.5553480614894135,4.634728988229636,0.9911,3.28,0.46,12.0,1
1,6.5,0.19,0.32,1.1832159566199232,0.2,3.4339872044851463,4.882801922586371,0.9922,3.36,0.54,10.8,1
1,6.2,0.12,0.26,2.3874672772626644,0.20976176963403032,4.02535169073515,5.062595033026967,0.9951,3.52,0.37,10.5,1
1,6.0,0.13,0.28,2.3874672772626644,0.19493588689617927,4.02535169073515,5.244389024522481,0.9948,3.59,0.43,10.6,1
1,6.4,0.25,0.33,1.1832159566199232,0.2,3.7376696182833684,4.74493212836325,0.9906,3.19,0.48,11.3,1
1,6.9,0.32,0.16,1.1832159566199232,0.22583179581272428,2.70805020110221,4.564348191467836,0.994,3.22,0.38,9.5,0
1,7.6,0.19,0.41,1.0488088481701516,0.2,3.6375861597263857,4.962844630259907,0.9907,2.92,0.42,11.4,0
1,6.7,0.13,0.28,1.0954451150103321,0.21447610589527216,3.5553480614894135,4.941642422609304,0.9927,3.33,0.33,10.1,1
1,7.0,0.14,0.41,0.9486832980505138,0.19235384061671346,3.091042453358316,4.553876891600541,0.9914,3.25,0.43,10.9,1
1,7.6,0.27,0.24,1.9493588689617927,0.24083189157584592,2.9444389791664403,4.74493212836325,0.9958,3.15,0.45,8.9,0
1,7.3,0.22,0.41,3.924283374069717,0.22360679774997896,4.007333185232471,5.25227342804663,1.0,3.32,0.59,8.9,1
1,7.4,0.64,0.47,3.7616485747608057,0.40987803063838396,3.7376696182833684,5.220355825078324,0.9984,2.9,0.49,9.3,0
1,7.6,0.28,0.39,1.378404875209022,0.22803508501982758,3.1354942159291497,4.7535901911063645,0.9941,3.25,0.4,10.4,1
1,8.3,0.26,0.41,3.03315017762062,0.20493901531919198,3.713572066704308,5.087596335232384,0.9944,3.1,0.38,12.0,1
1,10.7,0.22,0.56,2.8635642126552705,0.20976176963403032,3.6109179126442243,5.198497031265826,0.998,2.87,0.68,9.5,1
1,10.7,0.22,0.56,2.8635642126552705,0.20976176963403032,3.6109179126442243,5.198497031265826,0.998,2.87,0.68,9.5,1
1,6.9,0.23,0.34,1.6431676725154984,0.17888543819998318,3.1780538303479458,4.795790545596741,0.9902,3.14,0.38,12.4,1
1,6.2,0.3,0.32,1.3038404810405297,0.17888543819998318,3.4011973816621555,4.867534450455582,0.9911,3.28,0.41,11.2,1
1,6.9,0.27,0.41,1.3038404810405297,0.216794833886788,1.791759469228055,4.897839799950911,0.9929,3.15,0.69,11.4,1
1,6.9,0.28,0.41,1.3038404810405297,0.22360679774997896,2.302585092994046,4.912654885736052,0.993,3.16,0.71,11.4,1
1,6.9,0.28,0.3,1.2649110640673518,0.216794833886788,3.828641396489095,4.882801922586371,0.9918,3.35,0.38,11.1,1
1,6.9,0.46,0.2,0.9486832980505138,0.232379000772445,1.6094379124341003,4.836281906951478,0.992,3.1,0.42,10.4,1
1,6.9,0.38,0.32,2.9154759474226504,0.20976176963403032,3.58351893845611,5.0238805208462765,0.9932,3.38,0.35,12.0,1
1,5.7,0.43,0.3,2.3874672772626644,0.19748417658131498,3.1780538303479458,4.584967478670572,0.992,3.54,0.61,12.3,1
1,6.6,0.56,0.16,1.760681686165901,0.21213203435596426,3.332204510175204,4.5217885770490405,0.994,3.12,0.35,9.1,1
1,7.1,0.36,0.56,1.140175425099138,0.21447610589527216,3.2188758248682006,4.624972813284271,0.9923,3.24,0.33,10.5,1
1,6.8,0.23,0.4,1.2649110640673518,0.216794833886788,1.6094379124341003,4.890349128221754,0.993,3.23,0.7,11.4,1
1,6.2,0.33,0.29,1.140175425099138,0.20493901531919198,3.258096538021482,4.927253685157205,0.9956,3.77,0.64,9.5,0
1,5.6,0.49,0.13,2.1213203435596424,0.19748417658131498,2.833213344056216,4.7535901911063645,0.9907,3.42,0.9,13.7,1
1,6.6,0.42,0.33,1.6733200530681511,0.18439088914585774,2.70805020110221,4.442651256490317,0.99,3.28,0.51,13.4,1
1,7.3,0.18,0.29,1.0954451150103321,0.20976176963403032,2.4849066497880004,4.962844630259907,0.9918,3.2,0.48,11.3,1
1,8.1,0.19,0.4,0.9486832980505138,0.19235384061671346,4.290459441148391,5.19295685089021,0.9926,3.06,0.34,10.0,1
1,5.9,0.19,0.26,2.7202941017470885,0.18439088914585774,3.4965075614664802,4.812184355372417,0.995,3.49,0.42,10.1,1
1,6.2,0.16,0.47,1.1832159566199232,0.17029386365926402,3.1354942159291497,4.394449154672439,0.99,3.26,0.42,12.2,1
1,6.6,0.42,0.33,1.6733200530681511,0.18439088914585774,2.70805020110221,4.442651256490317,0.99,3.28,0.51,13.4,1
1,5.7,0.135,0.3,2.1447610589527217,0.20493901531919198,2.9444389791664403,4.61512051684126,0.9946,3.31,0.42,9.3,1
1,5.6,0.49,0.13,2.1213203435596424,0.19748417658131498,2.833213344056216,4.7535901911063645,0.9907,3.42,0.9,13.7,1
1,6.9,0.19,0.33,1.2649110640673518,0.19748417658131498,3.295836866004329,4.584967478670572,0.9898,3.09,0.46,12.3,1
1,7.3,0.18,0.29,1.0954451150103321,0.20976176963403032,2.4849066497880004,4.962844630259907,0.9918,3.2,0.48,11.3,1
1,7.3,0.25,0.36,3.6193922141707713,0.22360679774997896,3.5553480614894135,5.298317366548036,0.9986,3.04,0.46,8.9,1
1,7.3,0.25,0.36,3.6193922141707713,0.22360679774997896,3.5553480614894135,5.298317366548036,0.9986,3.04,0.46,8.9,1
1,7.0,0.2,0.34,2.3874672772626644,0.18708286933869708,3.4657359027997265,4.418840607796598,0.9928,3.19,0.46,11.5,1
1,7.3,0.25,0.36,3.6193922141707713,0.22360679774997896,3.5553480614894135,5.298317366548036,0.9986,3.04,0.46,8.9,1
1,6.3,0.67,0.48,3.5496478698597698,0.22803508501982758,4.04305126783455,5.402677381872279,0.9979,3.17,0.52,9.3,1
1,7.4,0.4,0.29,2.32379000772445,0.20976176963403032,3.4339872044851463,4.804021044733257,0.994,3.3,0.5,11.1,1
1,7.1,0.26,0.31,1.4832396974191326,0.20976176963403032,3.367295829986474,4.852030263919617,0.9937,3.34,0.64,10.9,1
1,9.0,0.31,0.48,2.569046515733026,0.2073644135332772,2.3978952727983707,4.290459441148391,0.9938,2.9,0.38,11.6,0
1,6.3,0.39,0.24,2.6267851073127395,0.26267851073127396,2.1972245773362196,4.762173934797756,0.9942,3.15,0.35,10.2,0
1,8.2,0.22,0.36,2.6076809620810595,0.18439088914585774,2.4849066497880004,4.499809670330265,0.9944,3.01,0.38,10.5,1
1,7.1,0.19,0.28,1.8973665961010275,0.1816590212458495,2.772588722239781,4.356708826689592,0.993,2.91,0.78,11.4,1
1,7.3,0.25,0.36,3.6193922141707713,0.22360679774997896,3.5553480614894135,5.298317366548036,0.9986,3.04,0.46,8.9,1
1,7.9,0.2,0.34,1.0954451150103321,0.2,3.367295829986474,4.770684624465665,0.9932,3.14,0.41,10.6,1
1,7.1,0.26,0.32,2.4289915602982237,0.19235384061671346,3.6635616461296463,4.574710978503383,0.9934,3.31,0.4,11.6,1
1,7.0,0.2,0.34,2.3874672772626644,0.18708286933869708,3.4657359027997265,4.418840607796598,0.9928,3.19,0.46,11.5,1
1,6.9,0.3,0.33,2.0248456731316584,0.18708286933869708,3.258096538021482,5.043425116919247,0.9925,3.25,0.79,12.3,1
1,8.1,0.29,0.49,2.6645825188948455,0.20493901531919198,3.091042453358316,4.820281565605037,0.9944,3.14,0.41,10.8,1
1,5.8,0.17,0.3,1.1832159566199232,0.19235384061671346,4.007333185232471,4.867534450455582,0.9909,3.29,0.38,11.3,1
1,5.9,0.415,0.02,0.8944271909999159,0.19493588689617927,3.091042453358316,4.143134726391533,0.9932,3.36,0.36,9.3,0
1,6.6,0.23,0.26,1.140175425099138,0.21213203435596426,2.772588722239781,4.852030263919617,0.9934,3.36,0.6,10.0,1
1,8.6,0.55,0.35,3.943348830626071,0.23874672772626646,3.56953269648137,5.903998521326706,1.0001,3.04,0.63,11.0,0
1,6.9,0.35,0.74,1.0,0.20976176963403032,2.8903717578961645,4.882801922586371,0.992,3.13,0.55,10.2,0
1,7.6,0.14,0.74,1.2649110640673518,0.2,3.295836866004329,4.634728988229636,0.9916,3.07,0.4,10.8,1
1,9.2,0.28,0.49,3.4351128074635335,0.20493901531919198,3.367295829986474,4.919980925828125,0.998,3.1,0.34,10.1,0
1,6.2,0.18,0.49,2.1213203435596424,0.216794833886788,2.833213344056216,4.499809670330265,0.9919,3.27,0.37,11.6,1
1,5.3,0.165,0.24,1.0488088481701516,0.22583179581272428,3.2188758248682006,4.653960350157523,0.9925,3.32,0.47,9.1,0
1,9.8,0.25,0.74,3.1622776601683795,0.23664319132398465,3.58351893845611,5.41610040220442,0.9977,3.06,0.43,10.0,0
1,8.1,0.29,0.49,2.6645825188948455,0.20493901531919198,3.091042453358316,4.820281565605037,0.9944,3.14,0.41,10.8,1
1,6.8,0.22,0.49,0.9486832980505138,0.22803508501982758,3.258096538021482,4.852030263919617,0.991,3.25,0.35,11.4,1
1,7.2,0.22,0.49,1.0,0.21213203435596426,3.5263605246161616,4.941642422609304,0.99,3.05,0.34,12.7,1
1,7.4,0.25,0.49,1.0488088481701516,0.20493901531919198,3.5553480614894135,5.049856007249537,0.9917,3.13,0.55,11.3,0
1,8.2,0.18,0.49,1.0488088481701516,0.1816590212458495,3.332204510175204,4.394449154672439,0.9923,3.0,0.68,10.4,1
1,6.1,0.22,0.49,1.224744871391589,0.22583179581272428,2.8903717578961645,4.465908118654584,0.9928,3.3,0.46,9.6,0
1,7.0,0.39,0.24,1.0,0.21908902300206645,2.0794415416798357,4.77912349311153,0.9923,3.0,0.31,10.1,0
1,6.1,0.22,0.49,1.224744871391589,0.22583179581272428,2.8903717578961645,4.465908118654584,0.9928,3.3,0.46,9.6,0
1,6.5,0.36,0.49,1.70293863659264,0.17320508075688773,2.772588722239781,4.543294782270004,0.9902,3.1,0.49,12.1,1
1,7.1,0.29,0.49,1.0954451150103321,0.17606816861659008,3.4657359027997265,4.59511985013459,0.9893,3.07,0.33,12.2,1
1,7.4,0.25,0.49,1.0488088481701516,0.20493901531919198,3.5553480614894135,5.049856007249537,0.9917,3.13,0.55,11.3,0
1,6.9,0.23,0.24,3.7682887362833544,0.23021728866442676,2.9444389791664403,4.543294782270004,0.9982,3.17,0.5,9.6,0
1,8.5,0.56,0.74,4.224926034855522,0.22583179581272428,3.9318256327243257,5.493061443340548,1.0005,2.99,0.7,9.2,0
1,8.2,0.18,0.49,1.0488088481701516,0.1816590212458495,3.332204510175204,4.394449154672439,0.9923,3.0,0.68,10.4,1
1,6.3,0.23,0.49,2.6645825188948455,0.22360679774997896,4.204692619390966,5.3471075307174685,0.9951,3.23,0.34,9.5,0
1,6.1,0.25,0.49,2.756809750418044,0.22803508501982758,4.204692619390966,5.420534999272286,0.9956,3.16,0.47,8.9,0
1,7.2,0.26,0.74,3.687817782917155,0.22360679774997896,4.02535169073515,5.087596335232384,0.998,3.03,0.44,8.8,0
1,7.2,0.31,0.24,1.1832159566199232,0.23874672772626646,2.833213344056216,4.762173934797756,0.9928,3.16,0.35,10.5,0
1,8.0,0.25,0.49,1.0954451150103321,0.2469817807045694,3.295836866004329,4.762173934797756,0.9938,3.08,0.34,9.4,0
1,7.0,0.18,0.49,2.3021728866442674,0.2,3.5263605246161616,4.8283137373023015,0.9914,3.24,0.4,12.2,1
1,7.8,0.43,0.49,3.605551275463989,0.1816590212458495,3.6109179126442243,5.062595033026967,0.9955,3.14,0.35,11.3,1
1,8.3,0.2,0.74,2.1095023109728985,0.20976176963403032,3.4965075614664802,4.867534450455582,0.9924,3.25,0.42,12.2,1
1,6.3,0.27,0.49,1.0954451150103321,0.25099800796022265,3.5553480614894135,4.5217885770490405,0.9911,3.38,0.42,12.2,1
1,7.4,0.16,0.49,1.0954451150103321,0.2345207879911715,2.8903717578961645,5.0106352940962555,0.9917,3.23,0.47,11.2,1
1,7.4,0.16,0.49,1.0954451150103321,0.2345207879911715,2.8903717578961645,5.0106352940962555,0.9917,3.23,0.47,11.2,1
1,6.9,0.19,0.49,2.569046515733026,0.18973665961010275,3.8918202981106265,5.147494476813453,0.9932,3.2,0.27,11.5,1
1,7.8,0.43,0.49,3.605551275463989,0.1816590212458495,3.6109179126442243,5.062595033026967,0.9955,3.14,0.35,11.3,1
1,7.2,0.4,0.49,1.0488088481701516,0.21908902300206645,2.3978952727983707,4.927253685157205,0.9929,3.01,0.42,9.3,0
1,7.8,0.43,0.49,3.605551275463989,0.1816590212458495,3.6109179126442243,5.062595033026967,0.9955,3.14,0.35,11.3,1
